worker_id,department,location,order_detail,shift,season,detailed_order,office_location,assigned_starbucks,adjusted_order_time,adjusted_pickup_time,prep_time_minutes,time_slot,expected_wait_time_minutes
24,Sales,Starbucks_1,Espresso - Oat Milk - Regular Sugar - Small - Flavored Syrup,Morning,Winter,Large - Oat Milk - Sweetener - Flavored Syrup,Office_A,Starbucks_3,2025-03-08 08:58:00,2025-03-08 09:08:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),6
25,Finance,Starbucks_3,Cappuccino - Almond Milk - Regular Sugar - Large - Flavored Syrup,Afternoon,Spring,Small - Almond Milk - No Sugar - Extra Shot,Office_A,Starbucks_1,2025-03-08 12:48:00,2025-03-08 12:57:00,6.0,Morning Rush (8:00 AM - 10:00 AM),8
26,Operations,Starbucks_2,Latte - Coconut Milk - Regular Sugar - Medium - Flavored Syrup,Afternoon,Winter,Small - Soy Milk - No Sugar - Extra Shot,Office_D,Starbucks_3,2025-03-08 13:18:00,2025-03-08 13:23:00,5.0,Afternoon (12:00 PM - 2:00 PM),6
27,Engineering,Starbucks_2,Coffee - Regular - Extra Sweetener - Large - None,Evening,Summer,Medium - Almond Milk - Regular Sugar - Flavored Syrup,Office_B,Starbucks_3,2025-03-08 16:50:00,2025-03-08 16:55:00,5.0,Afternoon (12:00 PM - 2:00 PM),6
28,Operations,Starbucks_1,Coffee - Regular - Regular Sugar - Medium - Caramel Drizzle,Afternoon,Fall,Small - Regular - Regular Sugar - Extra Shot,Office_B,Starbucks_2,2025-03-08 13:10:00,2025-03-08 13:24:00,5.0,,7
29,Engineering,Starbucks_3,Tea - Coconut Milk - Extra Sweetener - Large - Caramel Drizzle,Afternoon,Fall,Small - Regular - Sweetener - Extra Shot,Office_A,Starbucks_1,2025-03-08 13:53:00,2025-03-08 14:00:00,5.0,Morning Rush (8:00 AM - 10:00 AM),7
30,Sales,Starbucks_1,,Afternoon,Winter,Small - Soy Milk - Extra Sweetener - None,Office_E,Starbucks_1,2025-03-08 13:47:00,2025-03-08 14:04:00,5.0,Midday (10:00 AM - 12:00 PM),6
31,Support,Starbucks_2,Espresso - Regular - Sweetener - Medium - None,Evening,Spring,Medium - Soy Milk - Extra Sweetener - Flavored Syrup,Office_B,Starbucks_1,2025-03-08 17:23:00,2025-03-08 17:37:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),5
32,Engineering,Starbucks_3,Cappuccino - Soy Milk - Regular Sugar - Small - Extra Shot,Afternoon,Spring,Small - Almond Milk - Extra Sweetener - Extra Shot,Office_A,Starbucks_1,2025-03-08 12:27:00,2025-03-08 12:46:00,5.0,,7
33,Marketing,Starbucks_1,Coffee - Oat Milk - Extra Sweetener - Medium - Caramel Drizzle,Afternoon,,Medium - Regular - Extra Sweetener - None,Office_D,Starbucks_2,2025-03-08 13:19:00,,4.0,Morning Rush (8:00 AM - 10:00 AM),6
34,HR,Starbucks_1,Iced Coffee - Coconut Milk - Sweetener - Medium - Extra Shot,Afternoon,Winter,Large - Soy Milk - Sweetener - Extra Shot,Office_E,Starbucks_3,2025-03-08 13:18:00,2025-03-08 13:23:00,6.0,Midday (10:00 AM - 12:00 PM),8
35,Support,Starbucks_3,,Afternoon,Summer,Small - Soy Milk - Sweetener - Flavored Syrup,Office_A,Starbucks_2,2025-03-08 12:48:00,2025-03-08 13:04:00,5.0,Morning Rush (8:00 AM - 10:00 AM),7
36,Sales,Starbucks_2,Frappuccino - Oat Milk - Extra Sweetener - Large - None,Evening,Fall,Large - Soy Milk - Regular Sugar - Extra Shot,Office_B,Starbucks_1,2025-03-08 17:45:00,2025-03-08 17:52:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
37,HR,Starbucks_3,Cappuccino - Regular - Regular Sugar - Medium - Flavored Syrup,Morning,,Medium - Soy Milk - Extra Sweetener - None,Office_D,Starbucks_1,2025-03-08 08:50:00,2025-03-08 08:58:00,7.0,Late Afternoon (2:00 PM - 4:00 PM),9
38,Engineering,Starbucks_1,Cappuccino - Soy Milk - No Sugar - Small - Caramel Drizzle,Evening,,Medium - Soy Milk - Extra Sweetener - None,Office_C,Starbucks_1,2025-03-08 17:55:00,2025-03-08 18:12:00,3.0,Late Afternoon (2:00 PM - 4:00 PM),5
39,Engineering,Starbucks_1,Iced Coffee - Oat Milk - Regular Sugar - Small - Extra Shot,Morning,Fall,Small - Almond Milk - Regular Sugar - Extra Shot,Office_B,Starbucks_1,2025-03-08 07:08:00,2025-03-08 07:21:00,6.0,Afternoon (12:00 PM - 2:00 PM),7
40,Sales,Starbucks_1,Iced Coffee - Almond Milk - Extra Sweetener - Small - None,Morning,Spring,Medium - Oat Milk - Extra Sweetener - Extra Shot,Office_E,Starbucks_1,2025-03-08 07:48:00,2025-03-08 08:04:00,,Late Afternoon (2:00 PM - 4:00 PM),5
41,Operations,Starbucks_1,Cappuccino - Oat Milk - Sweetener - Small - Flavored Syrup,Evening,Summer,Medium - Soy Milk - Sweetener - Extra Shot,Office_B,Starbucks_2,2025-03-08 16:06:00,2025-03-08 16:20:00,6.0,Afternoon (12:00 PM - 2:00 PM),7
42,Sales,Starbucks_2,Cappuccino - Coconut Milk - No Sugar - Large - Extra Shot,Morning,,Medium - Soy Milk - Sweetener - None,Office_E,Starbucks_2,2025-03-08 07:57:00,2025-03-08 08:09:00,6.0,,8
43,Support,Starbucks_2,Coffee - Almond Milk - Sweetener - Small - Caramel Drizzle,Afternoon,Spring,Small - Oat Milk - Regular Sugar - Flavored Syrup,Office_E,Starbucks_3,2025-03-08 12:06:00,,4.0,Midday (10:00 AM - 12:00 PM),5
44,Support,Starbucks_1,Cappuccino - Almond Milk - Extra Sweetener - Large - None,Afternoon,Summer,Large - Almond Milk - Extra Sweetener - Flavored Syrup,Office_A,Starbucks_3,2025-03-08 12:24:00,2025-03-08 12:30:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
45,Sales,Starbucks_2,Latte - Oat Milk - Extra Sweetener - Medium - Flavored Syrup,Evening,Summer,Medium - Almond Milk - Regular Sugar - Flavored Syrup,Office_B,Starbucks_3,2025-03-08 16:28:00,2025-03-08 16:43:00,6.0,Late Afternoon (2:00 PM - 4:00 PM),8
46,HR,Starbucks_2,Tea - Regular - No Sugar - Medium - None,Morning,Winter,Large - Soy Milk - No Sugar - Extra Shot,Office_B,Starbucks_2,2025-03-08 09:11:00,2025-03-08 09:29:00,4.0,Morning Rush (8:00 AM - 10:00 AM),6
47,Finance,Starbucks_2,Frappuccino - Coconut Milk - Extra Sweetener - Large - Caramel Drizzle,Afternoon,Winter,Large - Regular - No Sugar - Flavored Syrup,Office_E,Starbucks_1,2025-03-08 13:36:00,2025-03-08 13:55:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),7
48,Finance,Starbucks_1,Espresso - Soy Milk - No Sugar - Small - Flavored Syrup,Evening,,Medium - Soy Milk - Regular Sugar - Extra Shot,Office_D,Starbucks_2,2025-03-08 16:55:00,2025-03-08 17:09:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),7
49,HR,Starbucks_3,Latte - Almond Milk - Regular Sugar - Medium - Caramel Drizzle,Evening,Winter,Medium - Almond Milk - Sweetener - None,Office_A,Starbucks_1,2025-03-08 16:46:00,2025-03-08 16:56:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
50,Sales,Starbucks_3,Frappuccino - Regular - Extra Sweetener - Small - Caramel Drizzle,Morning,Winter,Medium - Regular - Extra Sweetener - Extra Shot,Office_B,Starbucks_2,2025-03-08 07:35:00,2025-03-08 07:53:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),6
51,Sales,Starbucks_3,Cappuccino - Coconut Milk - No Sugar - Small - Extra Shot,Morning,Spring,Small - Oat Milk - No Sugar - Extra Shot,Office_E,Starbucks_1,2025-03-08 07:23:00,2025-03-08 07:33:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),6
52,Marketing,Starbucks_1,Coffee - Almond Milk - No Sugar - Medium - Flavored Syrup,Evening,Winter,Medium - Oat Milk - Regular Sugar - Flavored Syrup,Office_C,Starbucks_2,2025-03-08 16:24:00,2025-03-08 16:34:00,5.0,Morning Rush (8:00 AM - 10:00 AM),7
53,HR,Starbucks_2,Iced Coffee - Regular - No Sugar - Small - None,Morning,Winter,Medium - Regular - Extra Sweetener - None,Office_E,Starbucks_3,2025-03-08 07:24:00,2025-03-08 07:30:00,4.0,Afternoon (12:00 PM - 2:00 PM),6
54,HR,Starbucks_2,Coffee - Regular - Extra Sweetener - Medium - Extra Shot,Afternoon,Spring,Small - Regular - No Sugar - Flavored Syrup,Office_A,Starbucks_2,2025-03-08 13:23:00,,6.0,Morning Rush (8:00 AM - 10:00 AM),7
55,HR,Starbucks_1,Espresso - Almond Milk - Sweetener - Medium - None,Evening,Fall,Medium - Almond Milk - Sweetener - Extra Shot,Office_B,Starbucks_2,2025-03-08 16:37:00,2025-03-08 16:53:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
56,HR,Starbucks_1,Frappuccino - Almond Milk - Extra Sweetener - Medium - Extra Shot,Evening,Summer,Large - Almond Milk - Regular Sugar - Extra Shot,Office_C,Starbucks_1,2025-03-08 16:40:00,,6.0,Late Afternoon (2:00 PM - 4:00 PM),7
57,Finance,Starbucks_3,Coffee - Soy Milk - Regular Sugar - Large - None,Evening,Spring,Small - Almond Milk - Regular Sugar - Flavored Syrup,Office_B,Starbucks_2,2025-03-08 16:18:00,2025-03-08 16:34:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),6
58,Marketing,Starbucks_3,Tea - Soy Milk - Sweetener - Small - Caramel Drizzle,Evening,Summer,Small - Soy Milk - Extra Sweetener - Extra Shot,Office_A,Starbucks_3,2025-03-08 16:59:00,2025-03-08 17:17:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
59,Finance,Starbucks_1,Mocha - Almond Milk - No Sugar - Small - Flavored Syrup,Afternoon,Spring,Small - Almond Milk - No Sugar - None,Office_C,Starbucks_3,2025-03-08 13:25:00,2025-03-08 13:31:00,5.0,Midday (10:00 AM - 12:00 PM),7
60,HR,Starbucks_3,Iced Coffee - Coconut Milk - No Sugar - Small - Flavored Syrup,Morning,Fall,Large - Soy Milk - Regular Sugar - None,Office_A,Starbucks_3,2025-03-08 09:43:00,2025-03-08 09:49:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),7
61,Engineering,Starbucks_2,Espresso - Almond Milk - Extra Sweetener - Large - Flavored Syrup,Morning,Fall,Medium - Oat Milk - No Sugar - Extra Shot,Office_B,Starbucks_3,2025-03-08 07:20:00,2025-03-08 07:29:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),6
62,Finance,Starbucks_1,,Morning,Summer,Small - Almond Milk - No Sugar - Flavored Syrup,Office_B,Starbucks_2,2025-03-08 09:00:00,2025-03-08 09:05:00,4.0,Afternoon (12:00 PM - 2:00 PM),5
63,Support,Starbucks_1,Espresso - Oat Milk - No Sugar - Medium - None,Morning,Fall,Small - Oat Milk - Extra Sweetener - None,Office_E,Starbucks_2,2025-03-08 07:52:00,2025-03-08 08:07:00,4.0,Morning Rush (8:00 AM - 10:00 AM),6
64,Sales,Starbucks_2,Tea - Regular - No Sugar - Medium - Extra Shot,Morning,Spring,Medium - Soy Milk - Extra Sweetener - None,Office_B,Starbucks_2,2025-03-08 09:22:00,,6.0,,8
65,Sales,Starbucks_2,Latte - Oat Milk - Regular Sugar - Small - Flavored Syrup,Evening,Winter,Large - Regular - Extra Sweetener - None,Office_A,Starbucks_1,2025-03-08 17:34:00,,7.0,Morning Rush (8:00 AM - 10:00 AM),8
66,Sales,Starbucks_2,Cappuccino - Soy Milk - No Sugar - Large - Caramel Drizzle,Morning,Winter,Large - Oat Milk - Extra Sweetener - Flavored Syrup,Office_B,Starbucks_2,2025-03-08 08:49:00,2025-03-08 09:01:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),5
67,Finance,Starbucks_3,,Evening,Summer,Small - Regular - Sweetener - Flavored Syrup,Office_E,Starbucks_3,2025-03-08 16:41:00,2025-03-08 16:46:00,7.0,Late Afternoon (2:00 PM - 4:00 PM),8
68,Sales,Starbucks_1,,Morning,Winter,Medium - Regular - Regular Sugar - Extra Shot,Office_B,Starbucks_2,2025-03-08 09:37:00,2025-03-08 09:48:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),6
69,Support,Starbucks_3,Espresso - Oat Milk - No Sugar - Medium - Caramel Drizzle,Afternoon,Spring,Small - Oat Milk - Extra Sweetener - Extra Shot,Office_E,Starbucks_2,2025-03-08 13:42:00,2025-03-08 13:58:00,5.0,Morning Rush (8:00 AM - 10:00 AM),7
70,Marketing,Starbucks_2,Tea - Soy Milk - No Sugar - Medium - None,Afternoon,Winter,Large - Soy Milk - Sweetener - None,Office_D,Starbucks_1,2025-03-08 13:05:00,2025-03-08 13:19:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),5
71,Support,Starbucks_3,Mocha - Soy Milk - No Sugar - Small - None,Afternoon,,Small - Regular - Regular Sugar - Extra Shot,Office_D,Starbucks_3,2025-03-08 13:48:00,2025-03-08 13:57:00,4.0,Morning Rush (8:00 AM - 10:00 AM),5
72,Finance,Starbucks_2,Tea - Coconut Milk - Sweetener - Large - Caramel Drizzle,Morning,Fall,Small - Oat Milk - Sweetener - Flavored Syrup,Office_A,Starbucks_2,2025-03-08 07:26:00,2025-03-08 07:35:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),6
73,Sales,Starbucks_3,Latte - Oat Milk - Regular Sugar - Medium - Flavored Syrup,Morning,Spring,Medium - Regular - Sweetener - Flavored Syrup,Office_B,Starbucks_3,2025-03-08 07:11:00,2025-03-08 07:25:00,5.0,,6
74,Sales,Starbucks_3,Iced Coffee - Regular - Sweetener - Medium - Flavored Syrup,Morning,Spring,Large - Regular - Extra Sweetener - None,Office_B,Starbucks_1,2025-03-08 08:49:00,2025-03-08 09:04:00,,Late Afternoon (2:00 PM - 4:00 PM),7
75,Engineering,Starbucks_2,Coffee - Regular - Extra Sweetener - Medium - Extra Shot,Morning,Fall,Small - Almond Milk - Extra Sweetener - None,Office_D,Starbucks_3,2025-03-08 07:03:00,2025-03-08 07:10:00,5.0,Midday (10:00 AM - 12:00 PM),6
76,Operations,Starbucks_3,,Morning,Fall,Large - Soy Milk - Extra Sweetener - Flavored Syrup,Office_A,Starbucks_2,2025-03-08 07:50:00,2025-03-08 07:56:00,7.0,Morning Rush (8:00 AM - 10:00 AM),8
77,Support,Starbucks_1,Latte - Coconut Milk - No Sugar - Medium - None,Afternoon,,Medium - Regular - Extra Sweetener - None,Office_B,Starbucks_1,2025-03-08 12:16:00,2025-03-08 12:28:00,4.0,Midday (10:00 AM - 12:00 PM),5
78,Operations,Starbucks_3,Mocha - Almond Milk - Sweetener - Medium - None,Morning,Fall,Large - Regular - Extra Sweetener - Extra Shot,Office_B,Starbucks_2,2025-03-08 09:22:00,,5.0,Morning Rush (8:00 AM - 10:00 AM),6
79,Sales,Starbucks_3,Latte - Oat Milk - Sweetener - Medium - Caramel Drizzle,Evening,Fall,Medium - Almond Milk - Regular Sugar - Flavored Syrup,Office_A,Starbucks_3,2025-03-08 17:57:00,2025-03-08 18:12:00,5.0,Afternoon (12:00 PM - 2:00 PM),6
80,HR,Starbucks_1,Tea - Soy Milk - Sweetener - Large - Flavored Syrup,Morning,Spring,Medium - Soy Milk - No Sugar - None,Office_B,Starbucks_3,2025-03-08 09:18:00,2025-03-08 09:27:00,5.0,Morning Rush (8:00 AM - 10:00 AM),7
81,Marketing,Starbucks_2,Tea - Regular - Extra Sweetener - Large - None,Afternoon,Fall,Small - Almond Milk - Sweetener - Extra Shot,Office_E,Starbucks_1,2025-03-08 13:24:00,2025-03-08 13:40:00,5.0,Midday (10:00 AM - 12:00 PM),6
82,Support,Starbucks_1,Coffee - Oat Milk - Regular Sugar - Large - Caramel Drizzle,Afternoon,Spring,Large - Almond Milk - No Sugar - None,Office_E,Starbucks_1,2025-03-08 12:38:00,2025-03-08 12:44:00,5.0,Midday (10:00 AM - 12:00 PM),6
83,Engineering,Starbucks_3,Cappuccino - Coconut Milk - Extra Sweetener - Small - Caramel Drizzle,Morning,,Small - Regular - Sweetener - Flavored Syrup,Office_B,Starbucks_3,2025-03-08 08:24:00,2025-03-08 08:29:00,3.0,Midday (10:00 AM - 12:00 PM),5
84,Finance,Starbucks_2,Mocha - Almond Milk - Regular Sugar - Small - None,Morning,Spring,Medium - Soy Milk - No Sugar - Extra Shot,Office_D,Starbucks_1,2025-03-08 07:36:00,2025-03-08 07:44:00,3.0,Afternoon (12:00 PM - 2:00 PM),5
85,Sales,Starbucks_3,,Morning,Spring,Medium - Regular - Sweetener - None,Office_D,Starbucks_2,2025-03-08 09:02:00,2025-03-08 09:12:00,,Late Afternoon (2:00 PM - 4:00 PM),5
86,Finance,Starbucks_3,Espresso - Coconut Milk - Regular Sugar - Small - Caramel Drizzle,Afternoon,Spring,Medium - Almond Milk - Extra Sweetener - None,Office_C,Starbucks_1,2025-03-08 12:40:00,2025-03-08 12:54:00,4.0,Late Afternoon (2:00 PM - 4:00 PM),5
87,Operations,Starbucks_1,Cappuccino - Oat Milk - Regular Sugar - Medium - Extra Shot,Afternoon,Fall,Small - Soy Milk - Regular Sugar - Flavored Syrup,Office_D,Starbucks_2,2025-03-08 12:04:00,2025-03-08 12:09:00,5.0,Midday (10:00 AM - 12:00 PM),7
88,Marketing,Starbucks_1,Latte - Almond Milk - Extra Sweetener - Small - Extra Shot,Morning,,Large - Regular - No Sugar - Extra Shot,Office_D,Starbucks_2,2025-03-08 08:31:00,2025-03-08 08:36:00,5.0,Midday (10:00 AM - 12:00 PM),7
89,Support,Starbucks_2,Coffee - Almond Milk - No Sugar - Medium - Flavored Syrup,Afternoon,Winter,Large - Soy Milk - No Sugar - None,Office_D,Starbucks_3,2025-03-08 13:21:00,2025-03-08 13:33:00,6.0,Afternoon (12:00 PM - 2:00 PM),8
90,Operations,Starbucks_2,,Afternoon,Spring,Medium - Oat Milk - Regular Sugar - Flavored Syrup,Office_B,Starbucks_3,2025-03-08 12:21:00,2025-03-08 12:39:00,6.0,Morning Rush (8:00 AM - 10:00 AM),7
91,Support,Starbucks_2,Latte - Almond Milk - Extra Sweetener - Medium - Caramel Drizzle,Morning,Summer,Large - Almond Milk - Regular Sugar - Extra Shot,Office_D,Starbucks_3,2025-03-08 09:19:00,2025-03-08 09:32:00,5.0,Midday (10:00 AM - 12:00 PM),6
92,Sales,Starbucks_3,Mocha - Regular - No Sugar - Large - None,Morning,Fall,Large - Almond Milk - Sweetener - None,Office_B,Starbucks_2,2025-03-08 07:18:00,2025-03-08 07:35:00,5.0,Midday (10:00 AM - 12:00 PM),6
93,Support,Starbucks_1,Frappuccino - Oat Milk - No Sugar - Large - Caramel Drizzle,Afternoon,Fall,Small - Regular - Regular Sugar - None,Office_B,Starbucks_3,2025-03-08 13:36:00,2025-03-08 13:52:00,,Late Afternoon (2:00 PM - 4:00 PM),7
94,Marketing,Starbucks_1,Latte - Almond Milk - Extra Sweetener - Medium - None,Morning,Summer,Medium - Oat Milk - Regular Sugar - Extra Shot,Office_A,Starbucks_3,2025-03-08 07:17:00,2025-03-08 07:35:00,5.0,Morning Rush (8:00 AM - 10:00 AM),7
95,Engineering,Starbucks_1,Frappuccino - Soy Milk - Extra Sweetener - Large - None,Morning,Winter,Small - Almond Milk - Sweetener - None,Office_E,Starbucks_1,2025-03-08 09:58:00,2025-03-08 10:06:00,5.0,Late Afternoon (2:00 PM - 4:00 PM),7
96,Sales,Starbucks_2,Latte - Oat Milk - No Sugar - Large - Extra Shot,Afternoon,Fall,Large - Soy Milk - Regular Sugar - Flavored Syrup,Office_A,Starbucks_2,2025-03-08 12:06:00,2025-03-08 12:11:00,6.0,Afternoon (12:00 PM - 2:00 PM),7
97,Support,Starbucks_1,Coffee - Almond Milk - Extra Sweetener - Large - Flavored Syrup,Evening,Spring,Medium - Oat Milk - No Sugar - None,Office_D,Starbucks_2,2025-03-08 17:33:00,2025-03-08 17:50:00,7.0,Midday (10:00 AM - 12:00 PM),9
98,Operations,Starbucks_1,Mocha - Almond Milk - Sweetener - Large - Extra Shot,Evening,Spring,Large - Oat Milk - Sweetener - Extra Shot,Office_E,Starbucks_2,2025-03-08 17:59:00,2025-03-08 18:07:00,6.0,Morning Rush (8:00 AM - 10:00 AM),8
99,Support,Starbucks_1,Frappuccino - Almond Milk - Regular Sugar - Small - Extra Shot,Evening,Fall,Small - Oat Milk - Extra Sweetener - Extra Shot,Office_C,Starbucks_2,2025-03-08 17:02:00,2025-03-08 17:19:00,6.0,Afternoon (12:00 PM - 2:00 PM),7
100,Engineering,Starbucks_2,Tea - Coconut Milk - Sweetener - Small - Caramel Drizzle,Afternoon,Fall,Large - Oat Milk - Regular Sugar - None,Office_B,Starbucks_3,2025-03-08 12:52:00,2025-03-08 12:57:00,3.0,Morning Rush (8:00 AM - 10:00 AM),5
101,Sales,Starbucks_1,Latte - Almond Milk - Extra Sweetener - Small - Flavored Syrup,Evening,Summer,Medium - Oat Milk - Sweetener - None,Office_C,Starbucks_1,2025-03-08 17:32:00,2025-03-08 17:51:00,7.0,Afternoon (12:00 PM - 2:00 PM),8
